employee_id,department,job_role,monthly_income,years_at_company,attrition_probability,attrition_risk_level,engagement_score,current_skills_count,missing_skills_count,career_readiness_pct,missing_skills,recommended_learning_plan
675,Research & Development,Research Scientist,2773,2,0.1596,LOW,68.75,9,13,40.91,Active Listening|Amazon Web Services AWS software|Ansible software|Apache Hadoop|Apache Kafka|Apache Spark|C|C++|Critical Thinking|GitHub|Learning Strategies|Science|Speaking,Executive Communication & Stakeholder Alignment (C-SOFT-02)
677,Sales,Sales Executive,7104,5,0.136,LOW,81.25,8,11,42.11,Active Listening|Adobe Illustrator|Adobe InDesign|Adobe Photoshop|Apple macOS|Critical Thinking|Microsoft Excel|Microsoft PowerPoint|Reading Comprehension|Salesforce software|Writing,Executive Communication & Stakeholder Alignment (C-SOFT-02)
679,Research & Development,Research Scientist,6322,6,0.2308,LOW,75.0,10,12,45.45,Active Learning|Active Listening|Amazon Web Services AWS software|Apache Hadoop|C|C++|Critical Thinking|Docker|Go|Learning Strategies|Monitoring|Reading Comprehension,Executive Communication & Stakeholder Alignment (C-SOFT-02)
680,Research & Development,Research Scientist,2083,1,0.3246,LOW,75.0,9,13,40.91,Active Learning|Active Listening|Amazon Web Services AWS software|Ansible software|Apache Hadoop|Apache Spark|Bash|C|Critical Thinking|Docker|Go|Reading Comprehension|Speaking,Executive Communication & Stakeholder Alignment (C-SOFT-02)
682,Sales,Sales Executive,8381,14,0.181,LOW,75.0,11,8,57.89,Adobe InDesign|Critical Thinking|Microsoft Excel|Microsoft Office software|Microsoft PowerPoint|Reading Comprehension|Salesforce software|Writing,Critical Thinking & Complex Decision Making (C-SOFT-01)
683,Research & Development,Research Scientist,2691,10,0.0606,LOW,81.25,11,11,50.0,Active Learning|Ansible software|Apache Hadoop|Apache Kafka|Critical Thinking|Docker|Git|GitHub|Go|Learning Strategies|Monitoring,Critical Thinking & Complex Decision Making (C-SOFT-01)
684,Sales,Sales Executive,4286,1,0.6113,MEDIUM,56.25,8,11,42.11,Active Learning|Active Listening|Adobe Acrobat|Adobe Photoshop|Apple macOS|Autodesk AutoCAD|Critical Thinking|Microsoft Excel|Microsoft Outlook|Reading Comprehension|Speaking,Executive Communication & Stakeholder Alignment (C-SOFT-02)
686,Research & Development,Laboratory Technician,2659,3,0.4627,MEDIUM,81.25,8,12,40.0,Active Learning|Billing software|Database software|Google Docs|Microsoft Excel|Microsoft Office software|Microsoft Outlook|Microsoft PowerPoint|Monitoring|SAP software|Science|Writing,Critical Thinking & Complex Decision Making (C-SOFT-01)
689,Research & Development,Manufacturing Director,9434,10,0.1156,LOW,75.0,10,10,50.0,Active Learning|Adobe Acrobat|Adobe Photoshop|Amazon Web Services AWS software|Apache Hadoop|Apple macOS|Atlassian JIRA|Autodesk AutoCAD|Critical Thinking|Microsoft Office software,Critical Thinking & Complex Decision Making (C-SOFT-01)
690,Sales,Sales Executive,5561,6,0.1432,LOW,56.25,8,11,42.11,Active Learning|Adobe Creative Cloud software|Adobe InDesign|Adobe Photoshop|Apple macOS|Autodesk AutoCAD|Critical Thinking|Microsoft Outlook|Microsoft PowerPoint|Monitoring|Reading Comprehension,Critical Thinking & Complex Decision Making (C-SOFT-01)
691,Research & Development,Research Scientist,6646,17,0.0869,LOW,56.25,13,9,59.09,Active Learning|Amazon Web Services AWS software|Bash|Critical Thinking|Learning Strategies|Monitoring|Reading Comprehension|Science|Writing,Critical Thinking & Complex Decision Making (C-SOFT-01)
692,Research & Development,Healthcare Representative,7725,13,0.0753,LOW,81.25,10,9,52.63,Apache Hadoop|Critical Thinking|Google Analytics|Linux|Microsoft Excel|Microsoft Outlook|Monitoring|Speaking|Writing,Critical Thinking & Complex Decision Making (C-SOFT-01)
698,Human Resources,Human Resources,10725,9,0.159,LOW,68.75,11,9,55.0,Adobe Acrobat|Adobe Creative Cloud software|Adobe Illustrator|Learning Strategies|Microsoft Excel|Microsoft Outlook|Reading Comprehension|Workday software|Writing,Critical Thinking & Complex Decision Making (C-SOFT-01)
699,Research & Development,Manufacturing Director,8847,3,0.2776,LOW,56.25,10,10,50.0,Adobe Acrobat|Apache Hadoop|Atlassian Confluence|Autodesk AutoCAD|Critical Thinking|Learning Strategies|Microsoft Excel|Microsoft Office software|Microsoft PowerPoint|Writing,Critical Thinking & Complex Decision Making (C-SOFT-01)
700,Research & Development,Research Scientist,2045,4,0.1577,LOW,68.75,10,12,45.45,Active Learning|Amazon Web Services AWS software|Ansible software|Apache Hadoop|Apache Spark|Bash|C|C++|GitHub|Learning Strategies|Reading Comprehension|Science,Critical Thinking & Complex Decision Making (C-SOFT-01)
701,Research & Development,Research Scientist,1009,1,0.7561,HIGH,87.5,9,13,40.91,Active Learning|Ansible software|Apache Spark|Bash|C|Critical Thinking|Git|GitHub|Go|Learning Strategies|Mathematics|Science|Writing,Critical Thinking & Complex Decision Making (C-SOFT-01)
702,Research & Development,Research Scientist,3348,10,0.5344,MEDIUM,37.5,11,11,50.0,Active Learning|Active Listening|Apache Kafka|Bash|Critical Thinking|Docker|Git|GitHub|Go|Learning Strategies|Writing,Executive Communication & Stakeholder Alignment (C-SOFT-02)
704,Research & Development,Laboratory Technician,1281,1,0.2304,LOW,68.75,8,12,40.0,Active Learning|Active Listening|Commercial plate reader software|Data entry software|Database software|Google Docs|Monitoring|Reading Comprehension|SAP software|Science|Speaking|Writing,Executive Communication & Stakeholder Alignment (C-SOFT-02)
705,Research & Development,Research Scientist,2819,3,0.222,LOW,43.75,10,12,45.45,Active Learning|Active Listening|Amazon Web Services AWS software|Bash|C|C++|Critical Thinking|Docker|Mathematics|Reading Comprehension|Science|Writing,Executive Communication & Stakeholder Alignment (C-SOFT-02)
707,Sales,Sales Executive,4851,3,0.1129,LOW,81.25,8,11,42.11,Active Listening|Adobe Acrobat|Apple macOS|Critical Thinking|Microsoft Excel|Microsoft Office software|Microsoft Outlook|Monitoring|Salesforce software|Speaking|Writing,Executive Communication & Stakeholder Alignment (C-SOFT-02)
709,Sales,Sales Executive,4028,7,0.1286,LOW,68.75,9,10,47.37,Active Listening|Adobe InDesign|Autodesk AutoCAD|Critical Thinking|Microsoft Excel|Microsoft Outlook|Monitoring|Reading Comprehension|Salesforce software|Writing,Executive Communication & Stakeholder Alignment (C-SOFT-02)
710,Research & Development,Research Scientist,2720,10,0.0918,LOW,68.75,11,11,50.0,Active Learning|Ansible software|Apache Kafka|Apache Spark|C++|Docker|Git|Go|Monitoring|Reading Comprehension|Speaking,Critical Thinking & Complex Decision Making (C-SOFT-01)
712,Sales,Sales Executive,8120,2,0.1927,LOW,75.0,10,9,52.63,Adobe Acrobat|Adobe Creative Cloud software|Adobe Photoshop|Apple macOS|Microsoft Excel|Microsoft Office software|Microsoft Outlook|Monitoring|Salesforce software,Critical Thinking & Complex Decision Making (C-SOFT-01)
714,Sales,Sales Executive,4647,6,0.1134,LOW,87.5,8,11,42.11,Active Learning|Adobe Acrobat|Adobe Creative Cloud software|Adobe Photoshop|Autodesk AutoCAD|Critical Thinking|Microsoft Excel|Microsoft PowerPoint|Monitoring|Reading Comprehension|Writing,Critical Thinking & Complex Decision Making (C-SOFT-01)
715,Research & Development,Research Scientist,4680,1,0.1499,LOW,81.25,9,13,40.91,Active Learning|Active Listening|Amazon Web Services AWS software|Ansible software|Bash|C|Git|Go|Learning Strategies|Mathematics|Reading Comprehension|Speaking|Writing,Executive Communication & Stakeholder Alignment (C-SOFT-02)
716,Research & Development,Laboratory Technician,3221,20,0.1033,LOW,87.5,12,8,60.0,Active Listening|Critical Thinking|Data entry software|Microsoft Office software|Microsoft PowerPoint|Microsoft Word|Science|Speaking,Executive Communication & Stakeholder Alignment (C-SOFT-02) + Critical Thinking & Complex Decision Making (C-SOFT-01)
717,Research & Development,Healthcare Representative,8621,8,0.1572,LOW,62.5,9,10,47.37,Active Learning|Amazon Web Services AWS software|Critical Thinking|Google Analytics|HubSpot software|IBM SPSS Statistics|Microsoft Office software|Microsoft Outlook|Monitoring|Reading Comprehension,Critical Thinking & Complex Decision Making (C-SOFT-01)
720,Sales,Sales Executive,4577,2,0.4202,MEDIUM,50.0,8,11,42.11,Adobe Creative Cloud software|Adobe Illustrator|Adobe InDesign|Autodesk AutoCAD|Critical Thinking|Microsoft Office software|Microsoft Outlook|Microsoft PowerPoint|Monitoring|Reading Comprehension|Writing,Critical Thinking & Complex Decision Making (C-SOFT-01)
721,Research & Development,Healthcare Representative,4553,20,0.0916,LOW,62.5,11,8,57.89,Apache Hadoop|Critical Thinking|IBM SPSS Statistics|Linux|Microsoft Excel|Microsoft Outlook|Monitoring|Salesforce software,Critical Thinking & Complex Decision Making (C-SOFT-01)
722,Sales,Sales Executive,5396,10,0.1319,LOW,93.75,9,10,47.37,Active Listening|Adobe Illustrator|Adobe InDesign|Adobe Photoshop|Autodesk AutoCAD|Microsoft Excel|Microsoft Outlook|Microsoft PowerPoint|Monitoring|Salesforce software,Executive Communication & Stakeholder Alignment (C-SOFT-02)
723,Sales,Sales Executive,6796,4,0.5997,MEDIUM,56.25,11,8,57.89,Active Learning|Adobe Acrobat|Adobe Illustrator|Adobe Photoshop|Microsoft PowerPoint|Monitoring|Salesforce software|Speaking,Critical Thinking & Complex Decision Making (C-SOFT-01)
724,Research & Development,Healthcare Representative,7625,9,0.0663,LOW,81.25,9,10,47.37,Active Listening|Apache Hadoop|Google Workspace software|HubSpot software|Intuit QuickBooks|Microsoft Outlook|Monitoring|Reading Comprehension|Salesforce software|Speaking,Executive Communication & Stakeholder Alignment (C-SOFT-02)
725,Research & Development,Manufacturing Director,7412,9,0.146,LOW,68.75,10,10,50.0,Active Listening|Adobe Acrobat|Adobe Creative Cloud software|Apple macOS|Atlassian Confluence|Atlassian JIRA|Microsoft Excel|Microsoft PowerPoint|Monitoring|Reading Comprehension,Executive Communication & Stakeholder Alignment (C-SOFT-02)
727,Research & Development,Research Director,11159,7,0.1011,LOW,87.5,11,11,50.0,Active Learning|Active Listening|Critical Thinking|ESRI ArcGIS software|IBM SPSS Statistics|Mathematics|Microsoft Excel|Microsoft Outlook|Microsoft PowerPoint|Microsoft SharePoint|Monitoring,Executive Communication & Stakeholder Alignment (C-SOFT-02) + Critical Thinking & Complex Decision Making (C-SOFT-01)
728,Sales,Sales Executive,4960,7,0.1403,LOW,75.0,11,8,57.89,Active Listening|Adobe InDesign|Adobe Photoshop|Autodesk AutoCAD|Microsoft Excel|Microsoft PowerPoint|Monitoring|Writing,Executive Communication & Stakeholder Alignment (C-SOFT-02)
729,Sales,Sales Executive,10475,18,0.1598,LOW,62.5,11,8,57.89,Adobe Creative Cloud software|Adobe InDesign|Adobe Photoshop|Microsoft Excel|Microsoft PowerPoint|Reading Comprehension|Salesforce software|Speaking,Critical Thinking & Complex Decision Making (C-SOFT-01)
730,Research & Development,Research Director,14814,5,0.0462,LOW,81.25,16,6,72.73,Adobe Acrobat|Adobe Photoshop|Learning Strategies|Microsoft PowerPoint|Microsoft SharePoint|Microsoft Visio,Critical Thinking & Complex Decision Making (C-SOFT-01)
731,Human Resources,Manager,19141,21,0.1325,LOW,62.5,13,7,65.0,Adobe Photoshop|Amazon Web Services AWS software|Autodesk AutoCAD|Learning Strategies|Microsoft Excel|Reading Comprehension|Speaking,Critical Thinking & Complex Decision Making (C-SOFT-01)
732,Sales,Sales Executive,5405,2,0.3041,LOW,56.25,9,10,47.37,Active Learning|Active Listening|Adobe Acrobat|Adobe Illustrator|Apple macOS|Autodesk AutoCAD|Critical Thinking|Microsoft Office software|Microsoft PowerPoint|Monitoring,Executive Communication & Stakeholder Alignment (C-SOFT-02)
733,Research & Development,Manufacturing Director,8793,9,0.1511,LOW,68.75,10,10,50.0,Active Listening|Adobe Creative Cloud software|Autodesk AutoCAD|Critical Thinking|Learning Strategies|Microsoft Excel|Microsoft Office software|Microsoft PowerPoint|Monitoring|Speaking,Executive Communication & Stakeholder Alignment (C-SOFT-02)
734,Human Resources,Manager,19189,22,0.0837,LOW,68.75,12,8,60.0,Active Learning|Active Listening|Adobe Creative Cloud software|Apple macOS|Atlassian Confluence|Critical Thinking|Microsoft PowerPoint|Writing,Executive Communication & Stakeholder Alignment (C-SOFT-02)
738,Sales,Sales Representative,3875,2,0.1966,LOW,81.25,8,11,42.11,Active Listening|Adobe InDesign|Adobe Photoshop|Apple macOS|Critical Thinking|Microsoft Excel|Microsoft Office software|Microsoft Outlook|Reading Comprehension|Salesforce software|Writing,Executive Communication & Stakeholder Alignment (C-SOFT-02)
741,Research & Development,Research Scientist,2216,7,0.7608,HIGH,50.0,11,11,50.0,Active Learning|Amazon Web Services AWS software|Apache Kafka|Bash|C|Docker|Go|Mathematics|Reading Comprehension|Science|Writing,Critical Thinking & Complex Decision Making (C-SOFT-01)
742,Research & Development,Research Director,11713,8,0.1395,LOW,43.75,11,11,50.0,Critical Thinking|ESRI ArcGIS software|Learning Strategies|Mathematics|Microsoft Excel|Microsoft Office software|Microsoft PowerPoint|Microsoft SharePoint|Reading Comprehension|Speaking|Writing,Critical Thinking & Complex Decision Making (C-SOFT-01)
743,Research & Development,Manufacturing Director,7861,1,0.1993,LOW,81.25,10,10,50.0,Active Listening|Amazon Web Services AWS software|Apache Hadoop|Atlassian Confluence|Atlassian JIRA|Critical Thinking|Learning Strategies|Microsoft Excel|Microsoft PowerPoint|Monitoring,Executive Communication & Stakeholder Alignment (C-SOFT-02)
744,Research & Development,Laboratory Technician,3708,5,0.3329,LOW,50.0,10,10,50.0,Billing software|Commercial plate reader software|Microsoft Outlook|Microsoft Word|Monitoring|Reading Comprehension|SAP software|Science|Speaking|Writing,Critical Thinking & Complex Decision Making (C-SOFT-01)
746,Sales,Sales Executive,13770,22,0.1738,LOW,87.5,13,6,68.42,Active Listening|Adobe Creative Cloud software|Adobe Photoshop|Critical Thinking|Microsoft Excel|Microsoft Outlook,Executive Communication & Stakeholder Alignment (C-SOFT-02)
747,Sales,Sales Executive,5304,8,0.1817,LOW,87.5,9,10,47.37,Active Learning|Adobe Illustrator|Apple macOS|Microsoft Excel|Microsoft Outlook|Microsoft PowerPoint|Reading Comprehension|Salesforce software|Speaking|Writing,Critical Thinking & Complex Decision Making (C-SOFT-01)
749,Sales,Sales Representative,2642,1,0.38,MEDIUM,75.0,7,12,36.84,Active Listening|Adobe Creative Cloud software|Adobe Illustrator|Adobe InDesign|Apple macOS|Critical Thinking|Microsoft Excel|Microsoft Office software|Microsoft Outlook|Microsoft PowerPoint|Salesforce software|Speaking,Executive Communication & Stakeholder Alignment (C-SOFT-02)
752,Research & Development,Research Scientist,2759,2,0.4187,MEDIUM,87.5,10,12,45.45,Active Learning|Amazon Web Services AWS software|Ansible software|Apache Hadoop|Apache Spark|C++|Critical Thinking|Docker|GitHub|Learning Strategies|Mathematics|Speaking,Critical Thinking & Complex Decision Making (C-SOFT-01)
754,Sales,Sales Executive,6804,2,0.1513,LOW,81.25,9,10,47.37,Active Learning|Active Listening|Adobe Photoshop|Critical Thinking|Microsoft Outlook|Microsoft PowerPoint|Reading Comprehension|Salesforce software|Speaking|Writing,Executive Communication & Stakeholder Alignment (C-SOFT-02)
757,Research & Development,Healthcare Representative,6142,5,0.1434,LOW,75.0,9,10,47.37,Active Learning|Active Listening|Amazon Web Services AWS software|Critical Thinking|Google Workspace software|Intuit QuickBooks|Microsoft Excel|Microsoft Office software|Microsoft Outlook|Speaking,Executive Communication & Stakeholder Alignment (C-SOFT-02)
758,Research & Development,Laboratory Technician,2500,4,0.193,LOW,62.5,9,11,45.0,Active Learning|Billing software|Commercial plate reader software|Google Docs|Microsoft Office software|Microsoft PowerPoint|Monitoring|Reading Comprehension|Science|Speaking|Writing,Critical Thinking & Complex Decision Making (C-SOFT-01)
760,Human Resources,Human Resources,6389,8,0.1786,LOW,75.0,10,10,50.0,Active Listening|Adobe Creative Cloud software|Learning Strategies|Microsoft Excel|Microsoft Office software|Monitoring|Oracle HRIS|Reading Comprehension|Speaking|Workday software,Executive Communication & Stakeholder Alignment (C-SOFT-02)
762,Research & Development,Healthcare Representative,11103,10,0.1006,LOW,81.25,14,5,73.68,Amazon Web Services AWS software|Apache Hadoop|Critical Thinking|Microsoft Excel|Monitoring,Critical Thinking & Complex Decision Making (C-SOFT-01)
763,Research & Development,Research Scientist,2342,4,0.2185,LOW,87.5,10,12,45.45,Amazon Web Services AWS software|Apache Hadoop|Apache Kafka|C++|Critical Thinking|Docker|Git|GitHub|Mathematics|Reading Comprehension|Science|Speaking,Critical Thinking & Complex Decision Making (C-SOFT-01)
764,Research & Development,Healthcare Representative,6811,7,0.1583,LOW,50.0,9,10,47.37,Active Learning|Active Listening|Amazon Web Services AWS software|Google Analytics|HubSpot software|Intuit QuickBooks|Linux|Microsoft Office software|Monitoring|Writing,Executive Communication & Stakeholder Alignment (C-SOFT-02)
766,Sales,Sales Representative,2297,2,0.2022,LOW,81.25,8,11,42.11,Active Learning|Active Listening|Adobe InDesign|Adobe Photoshop|Apple macOS|Autodesk AutoCAD|Microsoft Office software|Microsoft PowerPoint|Monitoring|Reading Comprehension|Writing,Executive Communication & Stakeholder Alignment (C-SOFT-02)
